epic_id,epic_name,capability_id,team,owner,priority,story_points,start_date,planned_end_date,actual_end_date,cycle_time_days,status,days_in_current_status,defect_count
EPIC-00392,Decommission Order auth flow,CAP-0048,Team Cygnus,A. Johnson,P1,8,2025-05-06,2025-06-05,,30,Not Started,6,3
EPIC-00393,Refactor Order batch job,CAP-0048,Team Cygnus,R. Kumar,P3,5,2025-04-09,2025-05-24,,47,Not Started,7,3
EPIC-00394,Integrate Order event consumer,CAP-0048,Team Orion,J. Chen,P0,5,2025-05-06,2025-06-10,,35,Blocked,7,4
EPIC-00395,Migrate Order dashboard,CAP-0048,Team Cygnus,D. Singh,P2,13,2025-03-28,2025-05-22,,54,Blocked,11,2
EPIC-00396,Integrate Order auth flow,CAP-0048,Team Cygnus,A. Johnson,P2,3,2025-04-10,2025-05-22,,42,Not Started,3,1
EPIC-00397,Build API service,CAP-0049,Team Orion,S. Rai,P3,21,2025-04-01,2025-04-19,,19,Blocked,1,3
EPIC-00398,Implement API dashboard,CAP-0049,Team Atlas,A. Johnson,P2,13,2025-05-04,2025-05-27,,22,In Review,4,3
EPIC-00399,Migrate API auth flow,CAP-0049,Team Orion,P. Wong,P3,21,2025-05-18,2025-06-11,,22,In Review,14,2
EPIC-00400,Decommission API ingestion job,CAP-0049,Team Lyra,D. Singh,P2,8,2025-04-03,2025-05-31,,59,Blocked,8,4
EPIC-00401,Decommission API endpoint,CAP-0049,Team Nova,M. Patel,P2,3,2025-05-16,2025-06-04,2025-06-04,19,Done,5,2
EPIC-00402,Decommission API event consumer,CAP-0049,Team Phoenix,P. Wong,P3,8,2025-05-13,2025-06-04,,22,Blocked,1,6
EPIC-00403,Automate API ingestion job,CAP-0049,Team Phoenix,A. Johnson,P3,21,2025-05-16,2025-06-17,,33,Blocked,6,0
EPIC-00404,Migrate Telemetry endpoint,CAP-0050,Team Draco,J. Chen,P3,5,2025-03-31,2025-05-25,,55,In Progress,5,3
EPIC-00405,Refactor Telemetry batch job,CAP-0050,Team Lyra,J. Chen,P1,5,2025-04-02,2025-05-20,,51,In Progress,14,3
EPIC-00406,Implement Telemetry batch job,CAP-0050,Team Lyra,L. Nguyen,P0,5,2025-03-15,2025-05-07,2025-05-07,53,Done,4,4
EPIC-00407,Decommission Telemetry service,CAP-0050,Team Phoenix,S. Rai,P1,3,2025-02-25,2025-03-17,2025-03-16,19,Done,12,2
EPIC-00408,Implement Telemetry ingestion job,CAP-0050,Team Orion,S. Rai,P2,3,2025-02-27,2025-04-03,,35,In Review,8,3
EPIC-00409,Implement Telemetry dashboard,CAP-0050,Team Orion,R. Kumar,P3,3,2025-04-04,2025-05-13,,37,In Progress,4,3
EPIC-00410,Automate Telemetry batch job,CAP-0050,Team Atlas,S. Rai,P1,13,2025-03-01,2025-04-08,,40,In Progress,12,3
EPIC-00411,Decommission Telemetry batch job,CAP-0050,Team Atlas,S. Rai,P0,8,2025-02-27,2025-04-12,,44,In Review,3,2
EPIC-00412,Integrate Telemetry dashboard,CAP-0050,Team Nova,D. Singh,P2,3,2025-02-26,2025-04-04,,40,Not Started,4,1
EPIC-00413,Automate Telemetry dashboard,CAP-0050,Team Orion,P. Wong,P1,8,2025-03-23,2025-04-13,,21,Not Started,1,1
EPIC-00414,Migrate Inventory ingestion job,CAP-0051,Team Vega,M. Patel,P0,5,2025-03-18,2025-05-14,,59,Not Started,6,0
EPIC-00415,Migrate Inventory dashboard,CAP-0051,Team Nova,D. Singh,P2,5,2025-04-17,2025-06-11,,58,In Progress,1,3
EPIC-00416,Implement Inventory ingestion job,CAP-0051,Team Lyra,M. Patel,P2,8,2025-04-27,2025-06-08,2025-06-09,43,Done,4,4
EPIC-00417,Refactor Inventory event consumer,CAP-0051,Team Nova,M. Patel,P3,8,2025-05-05,2025-06-26,,56,In Progress,2,4
EPIC-00418,Decommission Inventory dashboard,CAP-0051,Team Lyra,M. Patel,P0,21,2025-04-11,2025-04-25,2025-04-25,14,Done,12,4
EPIC-00419,Refactor Customer batch job,CAP-0052,Team Vega,P. Wong,P1,21,2025-03-25,2025-05-20,,61,In Progress,9,3
EPIC-00420,Refactor Customer ingestion job,CAP-0052,Team Lyra,M. Patel,P1,3,2025-05-01,2025-06-04,,32,Not Started,1,4
EPIC-00421,Implement Customer ingestion job,CAP-0052,Team Vega,R. Kumar,P0,8,2025-04-02,2025-04-22,2025-04-21,19,Done,9,3
EPIC-00422,Decommission Customer batch job,CAP-0052,Team Vega,J. Chen,P3,3,2025-03-25,2025-04-08,2025-04-09,15,Done,14,1
EPIC-00423,Decommission Customer batch job,CAP-0052,Team Cygnus,S. Rai,P0,8,2025-05-20,2025-06-29,,42,Blocked,5,0
EPIC-00424,Migrate Customer auth flow,CAP-0052,Team Atlas,A. Johnson,P1,21,2025-03-27,2025-04-16,2025-04-17,21,Done,4,4
EPIC-00425,Decommission Customer batch job,CAP-0052,Team Orion,P. Wong,P3,3,2025-04-25,2025-06-04,,42,In Review,11,4
EPIC-00426,Automate Customer endpoint,CAP-0052,Team Orion,P. Wong,P2,8,2025-04-25,2025-06-03,,40,Blocked,10,1
EPIC-00427,Automate Customer dashboard,CAP-0052,Team Cygnus,A. Johnson,P3,21,2025-04-16,2025-06-09,,54,Blocked,4,2
EPIC-00428,Build Provisioning ingestion job,CAP-0053,Team Cygnus,S. Rai,P1,8,2025-09-28,2025-10-12,,17,In Review,10,0
EPIC-00429,Refactor Provisioning endpoint,CAP-0053,Team Phoenix,M. Patel,P0,3,2025-09-16,2025-10-20,,42,In Review,9,0
EPIC-00430,Refactor Provisioning endpoint,CAP-0053,Team Nova,A. Johnson,P2,8,2025-09-11,2025-10-11,,37,Blocked,4,2
EPIC-00431,Decommission Provisioning ingestion job,CAP-0053,Team Atlas,P. Wong,P0,21,2025-10-09,2025-11-05,2025-11-06,28,Done,3,2
EPIC-00432,Implement Provisioning batch job,CAP-0053,Team Lyra,D. Singh,P3,3,2025-10-24,2025-12-13,,50,In Review,6,0
EPIC-00433,Integrate Provisioning batch job,CAP-0053,Team Vega,S. Rai,P2,21,2025-10-27,2025-12-18,,56,Not Started,5,3
EPIC-00434,Refactor Provisioning auth flow,CAP-0053,Team Orion,J. Chen,P1,13,2025-10-17,2025-11-14,2025-11-13,27,Done,13,3
EPIC-00435,Automate Provisioning ingestion job,CAP-0053,Team Lyra,S. Rai,P3,8,2025-09-12,2025-10-04,,27,Not Started,8,2
EPIC-00436,Decommission Routing ingestion job,CAP-0054,Team Draco,A. Johnson,P3,13,2025-09-15,2025-11-12,,72,In Progress,8,1
EPIC-00437,Decommission Routing auth flow,CAP-0054,Team Vega,R. Kumar,P3,8,2025-09-13,2025-10-30,,58,In Progress,2,1
EPIC-00438,Implement Routing batch job,CAP-0054,Team Atlas,L. Nguyen,P2,21,2025-08-23,2025-10-03,,51,In Review,4,2
EPIC-00439,Automate Routing dashboard,CAP-0054,Team Phoenix,M. Patel,P3,3,2025-08-07,2025-09-12,2025-09-21,45,Done,10,8
EPIC-00440,Migrate Routing batch job,CAP-0054,Team Vega,S. Rai,P1,21,2025-08-20,2025-09-12,,28,Not Started,12,0
EPIC-00441,Implement Partner dashboard,CAP-0055,Team Lyra,A. Johnson,P1,5,2025-10-10,2025-10-31,,20,Not Started,6,3
EPIC-00442,Decommission Partner ingestion job,CAP-0055,Team Lyra,S. Rai,P2,5,2025-10-05,2025-12-04,2025-12-09,65,Done,10,0
EPIC-00443,Refactor Partner endpoint,CAP-0055,Team Phoenix,S. Rai,P0,13,2025-10-16,2025-12-13,2025-12-15,60,Done,11,0
EPIC-00444,Integrate Partner event consumer,CAP-0055,Team Lyra,D. Singh,P1,13,2025-10-24,2025-12-19,,56,Not Started,5,0
EPIC-00445,Refactor Partner ingestion job,CAP-0055,Team Atlas,P. Wong,P0,3,2025-10-21,2025-12-12,,53,In Progress,9,1
EPIC-00446,Decommission Partner dashboard,CAP-0055,Team Vega,L. Nguyen,P2,8,2025-09-17,2025-11-01,,56,In Progress,1,3
EPIC-00447,Decommission Customer dashboard,CAP-0056,Team Vega,S. Rai,P2,5,2025-09-07,2025-09-24,2025-09-28,21,Done,14,2
EPIC-00448,Refactor Customer ingestion job,CAP-0056,Team Orion,A. Johnson,P3,5,2025-08-29,2025-09-20,2025-09-25,27,Done,9,0
EPIC-00449,Build Customer dashboard,CAP-0056,Team Orion,M. Patel,P1,5,2025-09-14,2025-11-05,2025-11-18,65,Done,9,2
EPIC-00450,Automate Customer endpoint,CAP-0056,Team Vega,M. Patel,P1,8,2025-08-06,2025-10-03,,72,In Progress,7,4
EPIC-00451,Decommission Customer auth flow,CAP-0056,Team Atlas,M. Patel,P0,8,2025-09-16,2025-11-15,,75,In Progress,6,0
EPIC-00452,Build Customer dashboard,CAP-0056,Team Draco,A. Johnson,P0,5,2025-08-15,2025-10-08,,67,In Progress,13,2
EPIC-00453,Implement Customer event consumer,CAP-0056,Team Orion,A. Johnson,P1,5,2025-08-26,2025-10-18,,66,Blocked,10,2
EPIC-00454,Refactor Customer service,CAP-0056,Team Phoenix,P. Wong,P2,5,2025-08-31,2025-10-14,,55,Blocked,14,2
EPIC-00455,Build Activation endpoint,CAP-0057,Team Nova,S. Rai,P2,13,2025-07-16,2025-08-11,,32,Not Started,7,1
EPIC-00456,Integrate Activation batch job,CAP-0057,Team Vega,P. Wong,P2,13,2025-07-18,2025-08-14,,33,In Progress,8,0
EPIC-00457,Build Activation ingestion job,CAP-0057,Team Vega,L. Nguyen,P3,21,2025-08-24,2025-09-09,2025-09-13,20,Done,12,4
EPIC-00458,Decommission Activation service,CAP-0057,Team Phoenix,D. Singh,P0,21,2025-08-03,2025-09-15,,53,In Progress,9,0
EPIC-00459,Decommission Activation event consumer,CAP-0057,Team Draco,D. Singh,P2,8,2025-08-15,2025-09-01,,21,In Review,8,1
EPIC-00460,Migrate Activation ingestion job,CAP-0057,Team Nova,P. Wong,P3,3,2025-07-24,2025-09-15,,66,Blocked,3,0
EPIC-00461,Migrate Activation event consumer,CAP-0057,Team Atlas,D. Singh,P2,13,2025-08-12,2025-10-09,,72,In Progress,7,4
EPIC-00462,Migrate Activation ingestion job,CAP-0057,Team Phoenix,R. Kumar,P2,5,2025-08-12,2025-10-10,2025-10-24,73,Done,2,2
EPIC-00463,Implement Activation service,CAP-0057,Team Atlas,D. Singh,P1,13,2025-08-20,2025-10-01,,52,Not Started,9,2
EPIC-00464,Implement Activation event consumer,CAP-0057,Team Draco,M. Patel,P1,3,2025-07-16,2025-08-20,,43,In Progress,3,4
EPIC-00465,Refactor Notification batch job,CAP-0058,Team Lyra,A. Johnson,P0,21,2025-11-11,2025-12-23,,41,Not Started,3,1
EPIC-00466,Implement Notification ingestion job,CAP-0058,Team Lyra,A. Johnson,P1,21,2025-10-24,2025-12-08,,46,Blocked,8,0
EPIC-00467,Build Notification ingestion job,CAP-0058,Team Nova,R. Kumar,P1,3,2025-10-21,2025-11-09,,19,In Progress,9,0
EPIC-00468,Migrate Notification service,CAP-0058,Team Orion,R. Kumar,P2,3,2025-11-03,2025-12-09,,34,Blocked,14,0
EPIC-00469,Implement Notification ingestion job,CAP-0058,Team Phoenix,M. Patel,P3,21,2025-10-04,2025-10-28,,25,Blocked,10,8
EPIC-00470,Implement Notification service,CAP-0058,Team Cygnus,D. Singh,P0,8,2025-11-11,2025-12-14,,32,Not Started,13,3
EPIC-00471,Migrate Notification service,CAP-0058,Team Nova,A. Johnson,P0,3,2025-11-06,2025-12-07,,30,Blocked,4,3
EPIC-00472,Build Notification batch job,CAP-0058,Team Atlas,L. Nguyen,P2,21,2025-11-06,2025-12-28,2026-01-01,56,Done,10,2
EPIC-00473,Migrate Notification auth flow,CAP-0058,Team Cygnus,M. Patel,P1,8,2025-10-29,2025-12-13,2025-12-14,46,Done,13,3
EPIC-00474,Implement Notification service,CAP-0058,Team Vega,D. Singh,P3,3,2025-09-24,2025-11-06,,53,In Progress,13,0
EPIC-00475,Decommission Settlement event consumer,CAP-0059,Team Cygnus,J. Chen,P2,8,2025-11-23,2025-12-20,,25,In Review,5,1
EPIC-00476,Automate Settlement service,CAP-0059,Team Cygnus,S. Rai,P1,5,2025-10-21,2025-12-17,,56,Blocked,10,3
EPIC-00477,Automate Settlement dashboard,CAP-0059,Team Cygnus,M. Patel,P3,5,2025-12-12,2026-02-07,,58,Not Started,11,3
EPIC-00478,Automate Settlement auth flow,CAP-0059,Team Nova,R. Kumar,P2,21,2025-12-10,2026-01-14,,35,Not Started,14,3
EPIC-00479,Migrate Settlement auth flow,CAP-0059,Team Phoenix,R. Kumar,P0,8,2025-11-26,2025-12-31,,37,Not Started,3,4
EPIC-00480,Integrate Settlement auth flow,CAP-0059,Team Draco,J. Chen,P2,8,2025-12-06,2025-12-30,,24,In Progress,10,3
EPIC-00481,Refactor Settlement ingestion job,CAP-0059,Team Phoenix,R. Kumar,P1,21,2025-10-19,2025-12-03,2025-12-06,48,Done,14,4
EPIC-00482,Migrate Settlement service,CAP-0059,Team Lyra,S. Rai,P3,21,2025-11-06,2025-11-22,2025-11-23,17,Done,9,0
EPIC-00483,Migrate Settlement dashboard,CAP-0059,Team Orion,L. Nguyen,P1,3,2025-12-12,2026-01-25,,46,In Review,13,4
EPIC-00484,Migrate Billing batch job,CAP-0060,Team Orion,R. Kumar,P0,21,2025-10-17,2025-11-29,,43,Not Started,1,4
EPIC-00485,Refactor Billing ingestion job,CAP-0060,Team Atlas,R. Kumar,P1,8,2025-12-10,2025-12-26,,15,Not Started,10,2
EPIC-00486,Migrate Billing dashboard,CAP-0060,Team Vega,M. Patel,P1,8,2025-11-01,2025-12-19,,47,Not Started,5,3
EPIC-00487,Implement Billing auth flow,CAP-0060,Team Atlas,L. Nguyen,P2,5,2025-11-19,2026-01-04,,44,In Review,9,4
EPIC-00488,Decommission Billing endpoint,CAP-0060,Team Lyra,S. Rai,P1,3,2025-10-25,2025-11-12,,17,Blocked,8,2
EPIC-00489,Integrate Billing service,CAP-0060,Team Nova,P. Wong,P2,8,2025-10-21,2025-11-28,2025-11-26,36,Done,3,3
EPIC-00490,Automate Billing endpoint,CAP-0060,Team Cygnus,M. Patel,P0,13,2025-11-29,2026-01-24,2026-01-27,59,Done,10,0
EPIC-00491,Build Billing dashboard,CAP-0060,Team Atlas,A. Johnson,P1,21,2025-11-27,2026-01-21,2026-01-24,58,Done,4,3
EPIC-00492,Refactor Billing ingestion job,CAP-0060,Team Lyra,P. Wong,P0,3,2025-10-26,2025-12-23,,63,In Review,8,2
EPIC-00493,Implement Billing dashboard,CAP-0060,Team Nova,M. Patel,P0,13,2025-11-14,2025-12-27,,46,In Review,10,2
EPIC-00494,Refactor Billing auth flow,CAP-0060,Team Atlas,D. Singh,P1,21,2025-11-25,2025-12-13,2025-12-14,19,Done,7,4
EPIC-00495,Decommission Billing endpoint,CAP-0060,Team Vega,D. Singh,P2,21,2025-11-14,2025-12-22,,36,Blocked,7,1
EPIC-00496,Integrate Provisioning batch job,CAP-0061,Team Orion,P. Wong,P2,21,2025-04-04,2025-06-02,,61,Not Started,10,3
EPIC-00497,Automate Provisioning ingestion job,CAP-0061,Team Atlas,D. Singh,P2,13,2025-04-11,2025-05-14,,36,Blocked,2,0
EPIC-00498,Implement Provisioning endpoint,CAP-0061,Team Phoenix,M. Patel,P3,21,2025-05-22,2025-06-13,,23,In Progress,11,0
EPIC-00499,Build Provisioning auth flow,CAP-0061,Team Lyra,R. Kumar,P3,8,2025-05-06,2025-06-17,,41,In Review,10,2
EPIC-00500,Decommission Provisioning service,CAP-0061,Team Atlas,L. Nguyen,P0,3,2025-05-09,2025-06-24,,46,In Review,1,1
EPIC-00501,Implement Provisioning event consumer,CAP-0061,Team Cygnus,L. Nguyen,P3,13,2025-04-18,2025-05-03,2025-05-02,14,Done,11,4
EPIC-00502,Build Provisioning auth flow,CAP-0061,Team Draco,D. Singh,P2,13,2025-04-13,2025-06-08,,54,In Progress,9,1
EPIC-00503,Automate Diagnostics batch job,CAP-0062,Team Lyra,P. Wong,P3,5,2025-06-05,2025-06-27,,20,In Progress,12,0
EPIC-00504,Migrate Diagnostics batch job,CAP-0062,Team Atlas,M. Patel,P3,21,2025-07-18,2025-08-27,,50,Blocked,7,3
EPIC-00505,Decommission Diagnostics event consumer,CAP-0062,Team Draco,S. Rai,P3,5,2025-06-25,2025-08-02,2025-08-02,38,Done,10,1
EPIC-00506,Build Diagnostics auth flow,CAP-0062,Team Lyra,P. Wong,P2,3,2025-07-03,2025-08-09,,46,Not Started,10,0
EPIC-00507,Integrate Diagnostics service,CAP-0062,Team Nova,J. Chen,P0,5,2025-06-06,2025-08-05,2025-08-08,63,Done,9,2
EPIC-00508,Integrate Diagnostics batch job,CAP-0062,Team Nova,R. Kumar,P0,8,2025-07-09,2025-09-03,,70,Blocked,13,0
EPIC-00509,Build Identity ingestion job,CAP-0063,Team Phoenix,R. Kumar,P2,5,2025-05-25,2025-07-08,2025-07-09,45,Done,6,4
EPIC-00510,Integrate Identity auth flow,CAP-0063,Team Phoenix,P. Wong,P1,21,2025-06-09,2025-07-12,,34,In Review,1,8
EPIC-00511,Integrate Identity dashboard,CAP-0063,Team Phoenix,J. Chen,P2,8,2025-06-13,2025-08-05,,50,Not Started,3,6
EPIC-00512,Decommission Identity dashboard,CAP-0063,Team Orion,M. Patel,P3,8,2025-05-10,2025-06-09,,28,Blocked,3,0
EPIC-00513,Refactor Identity event consumer,CAP-0063,Team Orion,J. Chen,P1,21,2025-06-06,2025-07-05,,29,Not Started,6,4
EPIC-00514,Automate Identity ingestion job,CAP-0063,Team Orion,M. Patel,P1,21,2025-06-10,2025-07-20,2025-07-22,42,Done,12,1
EPIC-00515,Implement Identity batch job,CAP-0063,Team Cygnus,R. Kumar,P3,21,2025-05-09,2025-05-30,2025-05-29,20,Done,8,3
EPIC-00516,Build Identity batch job,CAP-0063,Team Vega,D. Singh,P0,8,2025-06-07,2025-07-15,,38,Blocked,14,1
EPIC-00517,Build Identity batch job,CAP-0063,Team Nova,L. Nguyen,P3,21,2025-05-13,2025-06-29,,49,Not Started,9,0
EPIC-00518,Refactor Identity dashboard,CAP-0063,Team Lyra,A. Johnson,P1,21,2025-05-10,2025-05-30,2025-05-29,19,Done,8,4
EPIC-00519,Integrate Identity batch job,CAP-0063,Team Cygnus,D. Singh,P0,21,2025-05-04,2025-06-07,,35,Not Started,1,0
EPIC-00520,Integrate Identity ingestion job,CAP-0063,Team Atlas,S. Rai,P0,3,2025-05-15,2025-06-12,,29,In Progress,1,2
EPIC-00521,Integrate API service,CAP-0064,Team Atlas,M. Patel,P2,8,2025-06-23,2025-08-14,,50,In Progress,2,4
EPIC-00522,Integrate API service,CAP-0064,Team Nova,L. Nguyen,P2,5,2025-07-28,2025-09-09,2025-09-19,53,Done,12,2
EPIC-00523,Refactor API event consumer,CAP-0064,Team Atlas,R. Kumar,P1,13,2025-06-21,2025-07-29,,38,In Review,14,0
EPIC-00524,Build API endpoint,CAP-0064,Team Atlas,M. Patel,P3,5,2025-07-27,2025-09-04,2025-09-13,48,Done,2,1
EPIC-00525,Build API batch job,CAP-0064,Team Atlas,R. Kumar,P3,3,2025-07-04,2025-07-24,,25,Not Started,2,0
EPIC-00526,Migrate API batch job,CAP-0064,Team Nova,M. Patel,P2,13,2025-07-28,2025-08-11,2025-08-14,17,Done,5,0
EPIC-00527,Decommission API batch job,CAP-0064,Team Phoenix,J. Chen,P1,3,2025-08-17,2025-10-01,2025-10-12,56,Done,7,6
EPIC-00528,Implement Identity auth flow,CAP-0065,Team Nova,S. Rai,P0,8,2025-07-09,2025-08-14,,45,In Review,7,2
EPIC-00529,Implement Identity event consumer,CAP-0065,Team Cygnus,S. Rai,P3,5,2025-07-04,2025-08-05,,40,In Progress,9,1
EPIC-00530,Integrate Identity ingestion job,CAP-0065,Team Lyra,P. Wong,P1,5,2025-08-01,2025-08-21,2025-08-26,25,Done,2,2
EPIC-00531,Migrate Identity service,CAP-0065,Team Phoenix,J. Chen,P2,13,2025-07-21,2025-09-10,2025-09-22,63,Done,7,2
EPIC-00532,Implement Identity service,CAP-0065,Team Nova,A. Johnson,P3,21,2025-06-26,2025-07-13,2025-07-13,17,Done,2,0
EPIC-00533,Integrate Identity auth flow,CAP-0065,Team Orion,S. Rai,P3,21,2025-06-19,2025-07-07,2025-07-06,17,Done,11,1
EPIC-00534,Migrate Identity batch job,CAP-0065,Team Phoenix,S. Rai,P2,3,2025-07-16,2025-08-07,,27,In Progress,11,0
EPIC-00535,Decommission Identity endpoint,CAP-0065,Team Nova,P. Wong,P1,3,2025-07-28,2025-09-17,,63,Not Started,2,0
EPIC-00536,Build Identity dashboard,CAP-0065,Team Vega,M. Patel,P2,5,2025-07-26,2025-09-21,,71,In Review,2,3
EPIC-00537,Decommission Identity endpoint,CAP-0065,Team Phoenix,L. Nguyen,P1,13,2025-06-26,2025-07-14,2025-07-13,17,Done,3,2
EPIC-00538,Migrate Diagnostics service,CAP-0066,Team Phoenix,J. Chen,P0,3,2025-06-14,2025-08-07,,56,Not Started,8,2
EPIC-00539,Implement Diagnostics batch job,CAP-0066,Team Orion,M. Patel,P1,5,2025-06-05,2025-07-26,2025-07-30,55,Done,12,3
EPIC-00540,Decommission Diagnostics ingestion job,CAP-0066,Team Lyra,M. Patel,P3,21,2025-05-21,2025-06-19,,31,Not Started,10,4
EPIC-00541,Integrate Diagnostics event consumer,CAP-0066,Team Atlas,A. Johnson,P0,21,2025-06-14,2025-07-17,,33,Blocked,4,0
EPIC-00542,Decommission Diagnostics dashboard,CAP-0066,Team Atlas,S. Rai,P1,3,2025-06-19,2025-08-06,,49,In Progress,5,3
EPIC-00543,Integrate Diagnostics event consumer,CAP-0066,Team Orion,L. Nguyen,P2,5,2025-06-22,2025-08-05,,45,Not Started,1,1
EPIC-00544,Refactor Diagnostics dashboard,CAP-0066,Team Draco,M. Patel,P0,13,2025-06-03,2025-07-16,,41,Blocked,3,0
EPIC-00545,Implement Activation endpoint,CAP-0067,Team Atlas,D. Singh,P1,8,2025-09-14,2025-10-26,,52,Blocked,6,4
EPIC-00546,Automate Activation service,CAP-0067,Team Vega,D. Singh,P1,13,2025-08-19,2025-09-16,,35,In Progress,12,0
EPIC-00547,Implement Activation ingestion job,CAP-0067,Team Vega,A. Johnson,P3,5,2025-09-05,2025-10-20,2025-10-31,56,Done,3,0
EPIC-00548,Refactor Activation endpoint,CAP-0067,Team Draco,A. Johnson,P2,5,2025-08-28,2025-10-27,,75,In Review,5,1
EPIC-00549,Integrate Activation auth flow,CAP-0067,Team Phoenix,P. Wong,P3,13,2025-08-02,2025-09-02,,38,Not Started,14,2
EPIC-00550,Automate Activation dashboard,CAP-0067,Team Orion,M. Patel,P1,3,2025-08-13,2025-09-14,,40,In Progress,13,4
EPIC-00551,Automate Activation auth flow,CAP-0067,Team Draco,P. Wong,P2,3,2025-08-30,2025-09-26,2025-10-02,33,Done,14,4
EPIC-00552,Integrate Activation event consumer,CAP-0067,Team Draco,A. Johnson,P1,21,2025-08-14,2025-09-12,2025-09-19,36,Done,10,2
EPIC-00553,Build Activation service,CAP-0067,Team Phoenix,D. Singh,P3,3,2025-08-01,2025-09-14,,55,Not Started,7,8
EPIC-00554,Build Activation endpoint,CAP-0067,Team Nova,M. Patel,P2,8,2025-08-04,2025-09-22,2025-10-04,61,Done,4,0
EPIC-00555,Integrate Activation service,CAP-0067,Team Vega,P. Wong,P0,13,2025-07-31,2025-09-13,,55,In Progress,12,2
EPIC-00556,Automate Activation endpoint,CAP-0067,Team Nova,L. Nguyen,P3,3,2025-09-23,2025-11-21,,73,In Progress,13,3
EPIC-00557,Integrate Activation dashboard,CAP-0068,Team Draco,A. Johnson,P0,21,2025-05-31,2025-06-16,,15,Blocked,9,2
EPIC-00558,Integrate Activation service,CAP-0068,Team Cygnus,L. Nguyen,P3,21,2025-05-30,2025-07-26,,57,Not Started,7,0
EPIC-00559,Refactor Activation dashboard,CAP-0068,Team Phoenix,A. Johnson,P1,8,2025-05-09,2025-07-03,,56,Blocked,12,0
EPIC-00560,Decommission Activation service,CAP-0068,Team Vega,A. Johnson,P2,8,2025-06-08,2025-07-22,,46,In Progress,13,4
EPIC-00561,Decommission Activation batch job,CAP-0068,Team Lyra,P. Wong,P0,13,2025-05-25,2025-06-25,,29,In Review,8,2
EPIC-00562,Build Identity auth flow,CAP-0069,Team Lyra,J. Chen,P0,13,2025-08-03,2025-09-29,,71,In Progress,8,0
EPIC-00563,Refactor Identity service,CAP-0069,Team Orion,M. Patel,P3,5,2025-07-17,2025-08-10,,30,Not Started,12,2
EPIC-00564,Decommission Identity batch job,CAP-0069,Team Vega,P. Wong,P2,13,2025-07-12,2025-08-13,,40,Blocked,3,3
EPIC-00565,Integrate Identity batch job,CAP-0069,Team Nova,A. Johnson,P2,13,2025-07-12,2025-08-13,,40,Not Started,1,1
EPIC-00566,Integrate Identity batch job,CAP-0069,Team Cygnus,P. Wong,P3,8,2025-08-30,2025-10-03,,42,Blocked,11,3
EPIC-00567,Automate Identity dashboard,CAP-0069,Team Orion,R. Kumar,P0,5,2025-07-21,2025-08-20,2025-08-27,37,Done,6,1
EPIC-00568,Refactor Identity ingestion job,CAP-0069,Team Cygnus,M. Patel,P1,5,2025-07-21,2025-09-12,,66,Blocked,5,1
EPIC-00569,Migrate Identity service,CAP-0069,Team Orion,R. Kumar,P2,5,2025-07-13,2025-08-16,,42,In Progress,8,4
EPIC-00570,Decommission Identity batch job,CAP-0069,Team Vega,L. Nguyen,P3,21,2025-07-13,2025-09-07,,70,In Review,3,2
EPIC-00571,Decommission Identity dashboard,CAP-0069,Team Orion,M. Patel,P3,8,2025-07-18,2025-08-02,2025-08-05,18,Done,13,3
EPIC-00572,Implement Identity batch job,CAP-0069,Team Orion,R. Kumar,P1,21,2025-08-14,2025-09-29,,57,In Review,8,2
EPIC-00573,Refactor Identity batch job,CAP-0069,Team Nova,J. Chen,P2,3,2025-07-18,2025-09-16,,75,Not Started,3,3
EPIC-00574,Build Partner dashboard,CAP-0070,Team Vega,A. Johnson,P1,8,2025-07-14,2025-08-17,,42,Blocked,11,0
EPIC-00575,Implement Partner service,CAP-0070,Team Vega,A. Johnson,P3,8,2025-08-12,2025-09-23,,52,Blocked,7,0
EPIC-00576,Integrate Partner dashboard,CAP-0070,Team Phoenix,L. Nguyen,P0,8,2025-08-03,2025-08-26,,28,In Review,7,6
EPIC-00577,Refactor Partner dashboard,CAP-0070,Team Cygnus,P. Wong,P3,13,2025-08-06,2025-09-24,,61,In Progress,12,0
EPIC-00578,Migrate Partner event consumer,CAP-0070,Team Lyra,J. Chen,P1,5,2025-08-24,2025-10-04,,51,In Progress,14,3
EPIC-00579,Build Partner event consumer,CAP-0070,Team Lyra,D. Singh,P0,3,2025-08-11,2025-09-15,,43,Blocked,13,0
EPIC-00580,Integrate Partner dashboard,CAP-0070,Team Draco,M. Patel,P1,5,2025-08-04,2025-08-29,2025-09-04,31,Done,12,4
EPIC-00581,Refactor Partner auth flow,CAP-0070,Team Draco,P. Wong,P3,5,2025-08-09,2025-08-25,,20,Blocked,5,2
EPIC-00582,Automate Partner service,CAP-0070,Team Phoenix,R. Kumar,P3,5,2025-07-18,2025-08-17,2025-08-24,37,Done,2,4
EPIC-00583,Integrate Partner batch job,CAP-0070,Team Nova,J. Chen,P2,21,2025-07-24,2025-08-08,,18,In Review,8,0
EPIC-00584,Automate Notification dashboard,CAP-0071,Team Draco,S. Rai,P2,5,2025-08-19,2025-10-15,,71,Not Started,6,3
EPIC-00585,Migrate Notification dashboard,CAP-0071,Team Phoenix,S. Rai,P2,8,2025-08-08,2025-10-05,,72,In Review,3,2
